squad,season_end_year,minutes_90s,country,squad_size,foreigners,squad_value_avg,squad_value,players_used,gd_per90,pens_made_per90,pens_att_per90,cards_yellow_per90,cards_red_per90,cards_yellow_red_per90,fouls_per90,fouled_per90,offsides_per90,own_goals_per90,gk_goals_against_per90,gk_save_pct,gk_clean_sheets_pct,gk_psxg,gk_psnpxg_per_shot_on_target_against,gk_psxg_net_per90,gk_passes_pct_launched,gk_pct_passes_launched,gk_goal_kick_length_avg,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area_per90,gk_shots_on_target_against_per90,gk_pens_saved_per90,gk_pens_missed_per90,gk_free_kick_goals_against_per90,gk_corner_kick_goals_against_per90,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,npxg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_xg_assist_per90,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,npxg_per_shot,passes_pct,passes_pct_short,passes_pct_medium,passes_pct_long,passes_total_distance_per90,progressive_passes_per90,passes_progressive_distance_per90,pass_xa_per90,xg_assist_net_per90,assisted_shots_per90,passes_into_final_third_per90,passes_into_penalty_area_per90,crosses_into_penalty_area_per90,passes_live_per90,passes_dead_per90,passes_free_kicks_per90,through_balls_per90,passes_switches_per90,crosses_per90,throw_ins_per90,corner_kicks_per90,corner_kicks_in_per90,corner_kicks_out_per90,corner_kicks_straight_per90,sca_per90,gca_per90,sca_passes_live_per90,sca_passes_dead_per90,sca_take_ons_per90,sca_shots_per90,sca_fouled_per90,sca_defense_per90,gca_passes_live_per90,gca_passes_dead_per90,gca_take_ons_per90,gca_shots_per90,gca_fouled_per90,gca_defense_per90,take_ons_won_pct,take_ons_tackled_pct,possession,touches_per90,touches_def_pen_area_per90,touches_def_3rd_per90,touches_mid_3rd_per90,touches_att_3rd_per90,touches_att_pen_area_per90,touches_live_ball_per90,take_ons_per90,carries_per90,carries_distance_per90,progressive_carries_per90,carries_progressive_distance_per90,carries_into_final_third_per90,carries_into_penalty_area_per90,miscontrols_per90,dispossessed_per90,challenge_tackles_pct,aerials_won_pct,tackles_per90,tackles_won_per90,tackles_def_3rd_per90,tackles_mid_3rd_per90,tackles_att_3rd_per90,challenge_tackles_per90,challenges_per90,challenges_lost_per90,blocks_per90,blocked_shots_per90,blocked_passes_per90,interceptions_per90,tackles_interceptions_per90,clearances_per90,errors_per90,ball_recoveries_per90,aerials_won_per90,aerials_lost_per90
Mainz,2021,34.0,GER,36,18,4540000.0,163300000.0,31,-0.5,0.14705882352941177,0.14705882352941177,1.8529411764705883,0.029411764705882353,0.029411764705882353,14.705882352941176,11.147058823529411,1.6764705882352942,0.029411764705882353,1.6470588235294117,69.1,14.7,49.5,0.27,-0.16176470588235295,28.8,37.3,43.8,6.7,1.21,4.764705882352941,0.0,0.029411764705882353,0.029411764705882353,0.11764705882352941,1.15,0.68,1.82,1.0,1.68,1.47,1.35,1.03,2.49,2.38,35.8,11.0,3.94,0.09,0.25,17.4,0.13,69.2,79.7,76.5,47.2,5182.35294117647,30.764705882352942,2248.0,0.9911764705882353,-0.35000000000000003,8.058823529411764,22.970588235294116,6.411764705882353,2.1470588235294117,352.61764705882354,50.88235294117647,12.5,0.6470588235294118,2.3529411764705883,17.794117647058822,23.764705882352942,3.823529411764706,1.7058823529411764,1.7352941176470589,0.0,18.47,1.88,12.941176470588236,2.0,1.0,0.9117647058823529,1.2352941176470589,0.38235294117647056,1.2352941176470589,0.17647058823529413,0.058823529411764705,0.23529411764705882,0.17647058823529413,0.0,54.9,45.1,40.7,521.8529411764706,61.55882352941177,184.1764705882353,224.5,117.8529411764706,18.764705882352942,521.7058823529412,14.352941176470589,255.08823529411765,1337.4705882352941,13.0,688.0588235294117,8.911764705882353,3.235294117647059,16.970588235294116,8.205882352941176,44.9,48.5,17.441176470588236,10.705882352941176,7.823529411764706,7.029411764705882,2.588235294117647,7.588235294117647,16.88235294117647,9.294117647058824,12.323529411764707,3.2058823529411766,9.117647058823529,14.705882352941176,32.14705882352941,19.470588235294116,0.17647058823529413,56.55882352941177,18.029411764705884,19.11764705882353
RB Leipzig,2021,34.0,GER,32,23,17970000.0,574950000.0,25,0.8,0.23529411764705882,0.29411764705882354,1.6764705882352942,0.0,0.0,12.794117647058824,11.882352941176471,2.3823529411764706,0.0,0.9411764705882353,65.5,44.1,27.7,0.3,-0.1264705882352941,42.1,19.6,25.3,4.6,1.97,2.4705882352941178,0.0,0.0,0.0,0.058823529411764705,1.74,1.29,3.03,1.5,2.79,1.89,1.67,1.28,3.18,2.95,35.5,15.68,5.56,0.1,0.27,17.4,0.11,81.6,88.6,86.7,58.3,8590.558823529413,50.55882352941177,3041.5,1.526470588235294,0.008823529411764706,12.294117647058824,42.23529411764706,10.794117647058824,2.3823529411764706,579.7941176470588,48.705882352941174,13.882352941176471,0.5588235294117647,2.911764705882353,19.08823529411765,22.38235294117647,5.4411764705882355,2.6470588235294117,2.0,0.0,28.62,3.06,21.5,1.9705882352941178,1.3823529411764706,1.7647058823529411,1.6176470588235294,0.38235294117647056,2.088235294117647,0.11764705882352941,0.23529411764705882,0.29411764705882354,0.23529411764705882,0.08823529411764706,60.2,39.8,59.7,738.2941176470588,53.5,186.88235294117646,378.02941176470586,179.02941176470588,27.529411764705884,738.0,15.382352941176471,424.4117647058824,2136.735294117647,18.352941176470587,1103.8529411764705,15.588235294117647,4.823529411764706,16.058823529411764,9.588235294117647,41.3,57.2,13.529411764705882,8.970588235294118,4.911764705882353,6.735294117647059,1.8823529411764706,5.588235294117647,13.529411764705882,7.9411764705882355,9.882352941176471,1.8529411764705883,8.029411764705882,10.382352941176471,23.91176470588235,14.823529411764707,0.14705882352941177,60.588235294117645,18.294117647058822,13.705882352941176
Stuttgart,2021,34.0,GER,32,16,5910000.0,189250000.0,29,-0.030000000000000027,0.17647058823529413,0.23529411764705882,1.911764705882353,0.058823529411764705,0.029411764705882353,12.352941176470589,12.764705882352942,1.6176470588235294,0.029411764705882353,1.6176470588235294,69.9,14.7,55.3,0.3,0.03823529411764706,39.4,27.6,25.2,3.7,1.24,4.882352941176471,0.058823529411764705,0.0,0.029411764705882353,0.08823529411764706,1.59,1.24,2.82,1.41,2.65,1.51,1.33,1.09,2.6,2.42,33.5,13.18,4.41,0.11,0.32,17.7,0.1,79.4,87.8,85.4,55.2,7206.411764705882,43.14705882352941,2800.6176470588234,1.1176470588235294,0.14411764705882354,10.529411764705882,31.264705882352942,7.852941176470588,1.5588235294117647,470.0882352941176,50.88235294117647,13.941176470588236,0.6764705882352942,3.323529411764706,15.852941176470589,21.264705882352942,4.5588235294117645,1.7352941176470589,2.264705882352941,0.058823529411764705,23.68,2.74,17.058823529411764,2.1470588235294117,1.2058823529411764,1.4411764705882353,1.3235294117647058,0.5,1.8529411764705883,0.23529411764705882,0.17647058823529413,0.14705882352941177,0.2647058823529412,0.058823529411764705,61.8,38.2,51.5,639.9117647058823,72.58823529411765,210.35294117647058,301.8529411764706,135.11764705882354,21.91176470588235,639.6764705882352,19.647058823529413,352.88235294117646,2019.8823529411766,20.61764705882353,1063.0588235294117,15.058823529411764,5.529411764705882,18.823529411764707,12.058823529411764,44.3,54.6,14.588235294117647,8.647058823529411,6.676470588235294,5.911764705882353,2.0,6.911764705882353,15.617647058823529,8.705882352941176,11.147058823529411,3.176470588235294,7.970588235294118,12.529411764705882,27.11764705882353,19.235294117647058,0.23529411764705882,60.38235294117647,16.0,13.294117647058824
Union Berlin,2021,34.0,GER,33,10,2490000.0,82050000.0,27,0.20999999999999996,0.14705882352941177,0.20588235294117646,1.6764705882352942,0.058823529411764705,0.029411764705882353,12.764705882352942,11.029411764705882,2.4705882352941178,0.058823529411764705,1.2647058823529411,71.3,20.6,40.7,0.27,-0.008823529411764706,37.3,38.2,43.8,4.7,0.62,4.0,0.029411764705882353,0.0,0.0,0.14705882352941177,1.47,1.15,2.62,1.32,2.47,1.38,1.22,0.98,2.36,2.2,33.8,11.5,3.88,0.12,0.34,17.3,0.11,74.3,83.5,82.3,52.4,6543.235294117647,31.147058823529413,2532.0588235294117,0.9205882352941177,0.16470588235294117,8.705882352941176,24.558823529411764,5.676470588235294,2.5588235294117645,419.61764705882354,47.05882352941177,12.352941176470589,0.4411764705882353,2.8529411764705883,18.823529411764707,21.41176470588235,4.117647058823529,1.8529411764705883,2.0588235294117645,0.058823529411764705,20.09,2.53,13.970588235294118,2.1470588235294117,0.7647058823529411,1.2058823529411764,1.4705882352941178,0.5294117647058824,1.7352941176470589,0.29411764705882354,0.058823529411764705,0.11764705882352941,0.23529411764705882,0.08823529411764706,53.0,47.0,44.9,575.5294117647059,60.970588235294116,205.52941176470588,264.2352941176471,111.76470588235294,16.529411764705884,575.3235294117648,11.441176470588236,292.5,1532.4117647058824,13.647058823529411,765.7941176470588,10.941176470588236,2.6470588235294117,16.08823529411765,6.764705882352941,46.3,46.7,14.794117647058824,8.323529411764707,7.0588235294117645,6.411764705882353,1.3235294117647058,6.823529411764706,14.735294117647058,7.911764705882353,10.794117647058824,2.5,8.294117647058824,11.911764705882353,26.705882352941178,17.794117647058822,0.2647058823529412,58.14705882352941,17.205882352941178,19.676470588235293
Wolfsburg,2021,34.0,GER,30,20,8560000.0,256830000.0,26,0.5899999999999999,0.058823529411764705,0.08823529411764706,1.7058823529411764,0.08823529411764706,0.029411764705882353,13.0,11.147058823529411,2.264705882352941,0.029411764705882353,1.088235294117647,72.1,41.2,36.1,0.26,0.0029411764705882353,41.2,32.0,48.4,5.2,1.68,3.588235294117647,0.058823529411764705,0.0,0.029411764705882353,0.11764705882352941,1.68,1.41,3.09,1.62,3.03,1.44,1.38,1.11,2.55,2.49,34.5,13.97,4.82,0.12,0.34,18.1,0.1,76.2,82.9,84.3,57.2,7395.088235294118,41.088235294117645,2701.8823529411766,1.1411764705882352,0.30294117647058827,10.382352941176471,29.529411764705884,8.294117647058824,2.0588235294117645,455.97058823529414,48.705882352941174,12.676470588235293,0.5882352941176471,3.4705882352941178,18.91176470588235,22.323529411764707,5.176470588235294,2.7058823529411766,1.411764705882353,0.0,23.85,2.91,17.441176470588236,2.1176470588235294,1.3235294117647058,1.588235294117647,1.1470588235294117,0.23529411764705882,2.235294117647059,0.11764705882352941,0.17647058823529413,0.23529411764705882,0.11764705882352941,0.029411764705882353,61.3,38.5,51.1,628.1764705882352,61.26470588235294,193.7941176470588,295.52941176470586,145.64705882352942,21.970588235294116,628.0882352941177,14.205882352941176,339.6764705882353,1766.8235294117646,17.5,895.8823529411765,13.794117647058824,4.088235294117647,18.176470588235293,8.705882352941176,45.2,50.0,17.470588235294116,10.676470588235293,7.970588235294118,7.529411764705882,1.9705882352941178,7.970588235294118,17.61764705882353,9.647058823529411,13.676470588235293,2.323529411764706,11.352941176470589,14.029411764705882,31.5,20.58823529411765,0.17647058823529413,61.411764705882355,16.676470588235293,16.647058823529413
Bochum,2021,34.0,GER,31,13,1090000.0,33900000.0,24,0.73,0.14705882352941177,0.14705882352941177,2.0,0.058823529411764705,0.029411764705882353,13.558823529411764,12.205882352941176,2.1470588235294117,0.0,1.1470588235294117,75.7,32.4,48.0,0.3,0.2647058823529412,51.0,49.6,45.5,6.6,2.18,4.235294117647059,0.058823529411764705,0.0,0.058823529411764705,0.20588235294117646,1.88,1.29,3.18,1.74,3.03,1.74,1.63,1.31,3.05,2.93,37.6,13.0,4.88,0.13,0.36,17.3,0.13,75.7,85.3,82.9,57.5,7767.14705882353,40.529411764705884,3075.1176470588234,1.0205882352941178,-0.011764705882352941,9.941176470588236,32.23529411764706,8.176470588235293,2.411764705882353,468.20588235294116,54.588235294117645,13.970588235294118,0.5,3.9411764705882355,24.147058823529413,25.58823529411765,5.794117647058823,2.8529411764705883,2.2941176470588234,0.029411764705882353,22.68,3.15,16.058823529411764,2.5588235294117645,0.9411764705882353,1.3235294117647058,1.3235294117647058,0.47058823529411764,1.8235294117647058,0.4411764705882353,0.08823529411764706,0.35294117647058826,0.4117647058823529,0.029411764705882353,59.6,40.4,57.2,633.4705882352941,59.029411764705884,198.23529411764707,296.5882352941176,144.94117647058823,20.08823529411765,633.3235294117648,14.705882352941176,341.47058823529414,1840.1470588235295,18.5,923.3235294117648,13.794117647058824,3.6176470588235294,17.235294117647058,8.911764705882353,43.5,52.7,14.411764705882353,9.205882352941176,6.794117647058823,5.9411764705882355,1.6764705882352942,6.029411764705882,13.852941176470589,7.823529411764706,10.294117647058824,2.4705882352941178,7.823529411764706,11.911764705882353,26.323529411764707,17.647058823529413,0.3235294117647059,59.44117647058823,22.852941176470587,20.470588235294116
Greuther Furth,2021,34.0,GER,27,12,1130000.0,30530000.0,23,0.6499999999999999,0.14705882352941177,0.20588235294117646,1.8529411764705883,0.058823529411764705,0.029411764705882353,14.0,13.970588235294118,2.1176470588235294,0.058823529411764705,1.2941176470588236,66.7,23.5,40.5,0.31,-0.04411764705882353,40.6,28.3,38.6,4.1,1.32,3.7058823529411766,0.0,0.0,0.029411764705882353,0.17647058823529413,1.94,1.65,3.59,1.79,3.44,1.78,1.61,1.36,3.14,2.98,35.3,14.26,5.03,0.13,0.36,17.7,0.12,78.1,86.2,85.0,59.7,7481.411764705882,39.5,2836.8529411764707,0.9764705882352942,0.2823529411764706,10.882352941176471,27.0,8.529411764705882,2.4705882352941178,452.79411764705884,55.88235294117647,15.676470588235293,0.35294117647058826,4.794117647058823,21.41176470588235,25.61764705882353,5.5588235294117645,1.4705882352941178,3.1176470588235294,0.0,24.94,3.5,17.0,2.6470588235294117,2.088235294117647,1.7058823529411764,1.1470588235294117,0.35294117647058826,2.6176470588235294,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.14705882352941177,0.029411764705882353,57.9,42.0,54.8,622.1176470588235,60.76470588235294,198.94117647058823,285.4117647058824,144.91176470588235,22.61764705882353,621.9117647058823,19.205882352941178,350.5,1840.0588235294117,17.941176470588236,931.2352941176471,12.705882352941176,4.264705882352941,16.029411764705884,10.676470588235293,44.6,51.1,13.441176470588236,8.058823529411764,5.470588235294118,6.117647058823529,1.8529411764705883,6.382352941176471,14.323529411764707,7.9411764705882355,10.352941176470589,2.3823529411764706,7.970588235294118,11.323529411764707,24.764705882352942,18.676470588235293,0.23529411764705882,54.029411764705884,18.5,17.735294117647058
Augsburg,2022,34.0,GER,32,20,2980000.0,95300000.0,26,-0.5,0.14705882352941177,0.14705882352941177,2.176470588235294,0.0,0.0,13.176470588235293,10.5,2.1470588235294117,0.058823529411764705,1.6470588235294117,67.3,26.5,52.3,0.31,-0.049999999999999996,40.2,41.9,47.5,4.5,1.5,4.588235294117647,0.0,0.0,0.029411764705882353,0.058823529411764705,1.15,0.76,1.91,1.0,1.76,1.08,0.96,0.7,1.78,1.67,32.3,10.65,3.44,0.09,0.29,17.8,0.09,70.4,80.6,78.9,51.5,5331.029411764706,26.323529411764707,2233.3823529411766,0.7588235294117647,0.061764705882352944,7.764705882352941,19.323529411764707,6.411764705882353,2.5,330.5882352941176,50.64705882352941,12.205882352941176,0.8235294117647058,4.676470588235294,17.41176470588235,23.058823529411764,4.264705882352941,1.6470588235294117,2.411764705882353,0.029411764705882353,17.88,1.74,12.735294117647058,2.0588235294117645,0.7058823529411765,1.0294117647058822,0.8529411764705882,0.5,1.088235294117647,0.23529411764705882,0.058823529411764705,0.23529411764705882,0.11764705882352941,0.0,51.3,48.7,41.5,501.7647058823529,66.0,190.58823529411765,206.97058823529412,110.08823529411765,17.823529411764707,501.61764705882354,15.029411764705882,240.52941176470588,1327.2941176470588,12.970588235294118,631.4705882352941,9.5,2.764705882352941,17.558823529411764,8.764705882352942,42.8,48.0,16.5,9.852941176470589,7.470588235294118,6.9411764705882355,2.088235294117647,7.352941176470588,17.176470588235293,9.823529411764707,11.676470588235293,3.411764705882353,8.264705882352942,10.676470588235293,27.176470588235293,22.61764705882353,0.35294117647058826,56.6764705882353,16.38235294117647,17.764705882352942
Bayern Munich,2022,34.0,GER,38,20,20800000.0,790330000.0,30,1.6199999999999999,0.14705882352941177,0.14705882352941177,1.0588235294117647,0.058823529411764705,0.0,8.970588235294118,10.411764705882353,2.235294117647059,0.029411764705882353,1.088235294117647,68.8,32.4,32.6,0.27,-0.09999999999999999,47.3,18.3,24.2,3.8,3.09,3.2941176470588234,0.0,0.0,0.029411764705882353,0.058823529411764705,2.71,2.06,4.76,2.56,4.62,2.62,2.5,1.96,4.58,4.46,38.2,19.65,7.5,0.13,0.34,16.7,0.13,84.5,89.9,89.0,65.3,10084.558823529413,63.64705882352941,3653.5,2.361764705882353,0.09705882352941175,15.176470588235293,49.3235294117647,14.705882352941176,2.088235294117647,648.3235294117648,48.85294117647059,12.764705882352942,3.176470588235294,4.382352941176471,19.294117647058822,21.647058823529413,6.323529411764706,3.0,2.2941176470588234,0.14705882352941177,34.41,4.74,25.705882352941178,2.735294117647059,1.8823529411764706,2.4705882352941178,1.0588235294117647,0.5588235294117647,3.588235294117647,0.38235294117647056,0.2647058823529412,0.29411764705882354,0.14705882352941177,0.058823529411764705,59.1,40.9,64.5,814.0588235294117,60.14705882352941,216.02941176470588,388.29411764705884,216.6764705882353,37.23529411764706,813.9117647058823,24.470588235294116,485.3529411764706,2484.323529411765,24.5,1308.1176470588234,18.294117647058822,7.088235294117647,17.58823529411765,9.941176470588236,46.3,51.7,16.558823529411764,9.941176470588236,6.794117647058823,6.970588235294118,2.7941176470588234,7.617647058823529,16.441176470588236,8.823529411764707,9.941176470588236,2.0,7.9411764705882355,10.264705882352942,26.823529411764707,11.882352941176471,0.5294117647058824,65.29411764705883,12.411764705882353,11.588235294117647
Bochum,2022,34.0,GER,33,15,1580000.0,52250000.0,28,-0.43999999999999995,0.11764705882352941,0.17647058823529413,1.6176470588235294,0.058823529411764705,0.0,12.470588235294118,11.5,2.2058823529411766,0.11764705882352941,1.5294117647058822,73.3,20.6,49.9,0.27,0.055882352941176466,45.3,60.5,48.5,6.0,2.12,5.176470588235294,0.058823529411764705,0.029411764705882353,0.029411764705882353,0.11764705882352941,1.09,0.65,1.74,0.97,1.62,1.19,1.06,0.78,1.98,1.84,33.3,12.03,4.0,0.08,0.24,18.2,0.09,70.4,80.3,79.8,52.9,5891.058823529412,27.235294117647058,2485.9117647058824,0.8294117647058823,-0.13823529411764707,8.117647058823529,22.38235294117647,5.264705882352941,1.9411764705882353,350.8235294117647,49.35294117647059,12.382352941176471,0.7647058823529411,3.6470588235294117,17.647058823529413,22.91176470588235,3.588235294117647,1.5588235294117647,1.411764705882353,0.0,19.47,1.76,13.264705882352942,2.2058823529411766,0.7941176470588235,1.1470588235294117,1.6470588235294117,0.4117647058823529,1.1176470588235294,0.14705882352941177,0.11764705882352941,0.14705882352941177,0.17647058823529413,0.058823529411764705,51.0,48.8,44.7,517.0294117647059,69.47058823529412,196.52941176470588,216.11764705882354,110.55882352941177,16.794117647058822,516.8529411764706,13.029411764705882,264.02941176470586,1433.264705882353,13.735294117647058,693.6470588235294,9.794117647058824,3.2941176470588234,17.294117647058822,8.294117647058824,48.3,50.4,16.647058823529413,10.382352941176471,8.764705882352942,5.852941176470588,2.0294117647058822,8.147058823529411,16.88235294117647,8.735294117647058,12.352941176470589,3.5,8.852941176470589,12.617647058823529,29.264705882352942,18.11764705882353,0.38235294117647056,61.411764705882355,17.91176470588235,17.61764705882353
Dortmund,2022,34.0,GER,44,25,12700000.0,558980000.0,33,0.8499999999999999,0.3235294117647059,0.3235294117647059,1.8529411764705883,0.029411764705882353,0.029411764705882353,10.647058823529411,11.705882352941176,2.1470588235294117,0.058823529411764705,1.5294117647058822,66.2,20.6,46.9,0.31,-0.0911764705882353,33.3,20.4,33.8,5.0,1.85,4.0,0.0,0.0,0.058823529411764705,0.17647058823529413,2.38,1.68,4.06,2.06,3.74,1.88,1.64,1.32,3.21,2.97,37.3,13.0,4.85,0.16,0.42,16.7,0.13,82.7,89.0,87.7,60.9,8599.35294117647,43.1764705882353,2999.029411764706,1.3529411764705883,0.35294117647058826,9.735294117647058,32.088235294117645,8.852941176470589,1.411764705882353,569.3529411764706,47.6764705882353,13.147058823529411,1.9705882352941178,3.5588235294117645,14.441176470588236,20.029411764705884,5.352941176470588,2.176470588235294,2.235294117647059,0.029411764705882353,23.41,4.15,16.764705882352942,2.088235294117647,1.5,1.5,1.2647058823529411,0.29411764705882354,2.823529411764706,0.20588235294117646,0.35294117647058826,0.35294117647058826,0.29411764705882354,0.11764705882352941,55.3,44.7,59.2,729.9705882352941,64.02941176470588,221.7058823529412,356.94117647058823,156.38235294117646,24.558823529411764,729.6470588235294,18.705882352941178,440.88235294117646,2211.794117647059,19.705882352941178,1080.5294117647059,14.147058823529411,5.294117647058823,17.029411764705884,9.117647058823529,46.4,53.6,15.911764705882353,9.470588235294118,6.823529411764706,6.9411764705882355,2.1470588235294117,7.5,16.176470588235293,8.676470588235293,10.323529411764707,2.411764705882353,7.911764705882353,10.205882352941176,26.11764705882353,15.264705882352942,0.3235294117647059,60.35294117647059,12.323529411764707,10.676470588235293
Eintracht Frankfurt,2022,34.0,GER,36,23,6350000.0,228750000.0,27,-0.17999999999999994,0.029411764705882353,0.058823529411764705,1.7941176470588236,0.029411764705882353,0.029411764705882353,12.411764705882353,8.794117647058824,1.5588235294117647,0.029411764705882353,1.4411764705882353,72.7,14.7,52.4,0.3,0.12941176470588237,29.1,40.8,42.2,5.0,1.35,4.852941176470588,0.0,0.0,0.0,0.08823529411764706,1.26,0.97,2.24,1.24,2.21,1.22,1.18,0.94,2.16,2.12,30.5,13.12,4.0,0.09,0.31,17.8,0.09,74.2,83.8,82.5,47.2,6751.85294117647,36.911764705882355,2607.735294117647,0.973529411764706,0.029411764705882353,9.735294117647058,26.705882352941178,6.5588235294117645,2.2941176470588234,447.52941176470586,51.588235294117645,11.382352941176471,1.2941176470588236,3.1176470588235294,20.5,24.264705882352942,5.676470588235294,2.2941176470588234,2.676470588235294,0.058823529411764705,22.41,2.21,15.529411764705882,2.588235294117647,1.0588235294117647,1.7941176470588236,1.1176470588235294,0.3235294117647059,1.5,0.23529411764705882,0.11764705882352941,0.23529411764705882,0.11764705882352941,0.0,52.4,47.4,49.6,620.7352941176471,67.29411764705883,206.76470588235293,286.8235294117647,133.1764705882353,19.852941176470587,620.6764705882352,16.0,341.02941176470586,1748.1764705882354,17.91176470588235,854.7352941176471,12.0,4.5,18.558823529411764,8.647058823529411,42.1,46.2,17.5,9.705882352941176,7.647058823529412,7.411764705882353,2.4411764705882355,8.323529411764707,19.794117647058822,11.470588235294118,12.794117647058824,2.7941176470588234,10.0,11.088235294117647,28.58823529411765,17.41176470588235,0.35294117647058826,66.20588235294117,16.235294117647058,18.941176470588236
Freiburg,2022,34.0,GER,32,12,5510000.0,176350000.0,26,0.27,0.14705882352941177,0.17647058823529413,1.0,0.0,0.0,11.529411764705882,11.029411764705882,1.7058823529411764,0.029411764705882353,1.3529411764705883,71.2,29.4,42.7,0.27,-0.06764705882352941,39.0,42.0,58.1,3.6,1.06,4.5,0.0,0.0,0.029411764705882353,0.14705882352941177,1.62,1.09,2.71,1.47,2.56,1.48,1.35,1.01,2.5,2.36,33.5,13.44,4.5,0.11,0.33,16.7,0.1,74.4,82.7,83.3,52.3,6443.029411764706,36.14705882352941,2597.705882352941,1.173529411764706,0.07352941176470588,9.794117647058824,27.029411764705884,8.617647058823529,2.1470588235294117,410.88235294117646,47.76470588235294,12.382352941176471,0.9705882352941176,3.5294117647058822,18.61764705882353,19.764705882352942,5.323529411764706,3.411764705882353,1.2941176470588236,0.029411764705882353,22.79,2.65,15.470588235294118,2.911764705882353,0.6176470588235294,1.911764705882353,1.6764705882352942,0.20588235294117646,1.6764705882352942,0.35294117647058826,0.058823529411764705,0.23529411764705882,0.29411764705882354,0.029411764705882353,53.8,46.2,49.0,572.9411764705883,68.29411764705883,195.35294117647058,245.7941176470588,136.73529411764707,22.058823529411764,572.7647058823529,12.352941176470589,284.1764705882353,1454.5588235294117,11.794117647058824,720.1176470588235,9.735294117647058,3.0,15.823529411764707,6.4411764705882355,45.1,51.4,15.235294117647058,8.794117647058824,7.235294117647059,6.088235294117647,1.911764705882353,6.323529411764706,14.029411764705882,7.705882352941177,10.352941176470589,3.823529411764706,6.529411764705882,10.441176470588236,25.676470588235293,22.08823529411765,0.38235294117647056,56.470588235294116,19.852941176470587,18.764705882352942
Hertha Berlin,2022,34.0,GER,45,22,3460000.0,155750000.0,36,-1.0599999999999998,0.08823529411764706,0.08823529411764706,1.8235294117647058,0.058823529411764705,0.0,12.382352941176471,12.647058823529411,2.1470588235294117,0.0,2.088235294117647,63.4,17.6,56.0,0.29,-0.4411764705882353,36.3,38.8,48.9,5.5,1.24,5.0588235294117645,0.0,0.0,0.029411764705882353,0.29411764705882354,1.03,0.68,1.71,0.94,1.62,0.98,0.91,0.73,1.71,1.64,32.6,10.74,3.5,0.09,0.27,17.5,0.09,73.3,83.6,81.3,49.5,5462.735294117647,28.676470588235293,2263.764705882353,0.776470588235294,-0.058823529411764705,7.970588235294118,19.11764705882353,5.323529411764706,1.6470588235294117,359.3529411764706,52.529411764705884,15.176470588235293,0.8823529411764706,2.764705882352941,14.852941176470589,21.941176470588236,4.147058823529412,1.8823529411764706,1.9411764705882353,0.0,18.79,1.71,12.705882352941176,2.264705882352941,0.9117647058823529,1.2058823529411764,1.2352941176470589,0.47058823529411764,1.0294117647058822,0.23529411764705882,0.029411764705882353,0.11764705882352941,0.23529411764705882,0.058823529411764705,53.4,46.6,43.7,530.7647058823529,66.32352941176471,204.52941176470588,230.7058823529412,100.88235294117646,16.08823529411765,530.6764705882352,15.470588235294118,261.2647058823529,1404.264705882353,13.588235294117647,676.1470588235294,8.705882352941176,2.7058823529411766,15.794117647058824,9.294117647058824,46.3,49.2,16.058823529411764,9.441176470588236,8.647058823529411,5.794117647058823,1.6176470588235294,7.411764705882353,16.0,8.588235294117647,11.088235294117647,3.088235294117647,8.0,11.941176470588236,28.0,24.0,0.4411764705882353,53.8235294117647,16.352941176470587,16.91176470588235
Hoffenheim,2022,34.0,GER,40,21,5290000.0,211430000.0,32,-0.1399999999999999,0.0,0.0,2.2058823529411766,0.0,0.0,12.617647058823529,10.235294117647058,2.0588235294117645,0.029411764705882353,1.7647058823529411,64.2,23.5,53.2,0.32,-0.17058823529411765,35.2,26.6,27.7,6.5,1.91,4.764705882352941,0.029411764705882353,0.029411764705882353,0.0,0.2647058823529412,1.62,1.24,2.85,1.62,2.85,1.71,1.71,1.38,3.09,3.09,33.2,13.29,4.41,0.12,0.37,15.1,0.13,79.0,86.8,86.2,56.7,7545.882352941177,43.35294117647059,2888.205882352941,1.5647058823529412,-0.1411764705882353,9.882352941176471,30.764705882352942,10.088235294117647,3.2941176470588234,479.6470588235294,51.85294117647059,13.088235294117647,1.0588235294117647,2.676470588235294,20.676470588235293,23.470588235294116,5.588235294117647,2.6470588235294117,1.5294117647058822,0.0,23.09,2.94,17.147058823529413,2.088235294117647,1.1470588235294117,1.5294117647058822,0.7941176470588235,0.38235294117647056,2.3823529411764706,0.08823529411764706,0.14705882352941177,0.23529411764705882,0.029411764705882353,0.058823529411764705,47.4,52.4,53.2,641.8529411764706,70.1470588235294,219.47058823529412,278.44117647058823,149.02941176470588,25.470588235294116,641.8529411764706,15.441176470588236,371.61764705882354,1866.264705882353,17.294117647058822,932.7647058823529,10.294117647058824,4.4411764705882355,16.205882352941178,7.088235294117647,46.1,45.8,14.205882352941176,8.558823529411764,5.617647058823529,6.352941176470588,2.235294117647059,6.5588235294117645,14.235294117647058,7.676470588235294,11.470588235294118,2.588235294117647,8.882352941176471,8.382352941176471,22.58823529411765,15.294117647058824,0.5,56.029411764705884,14.264705882352942,16.88235294117647
